"list_id","list_name","condition","display_id","target_object","adj","degree","target_image","competitor_image","other1_image","other2_image","LT","RT","LB","RB","mentioned_color","mentioned_color_word","sentence","instruction","target_loc","competitor_loc","item_id","trial_in_list"
3,"List3","exp",1,"beaker","warm",60,"beaker-warm-orange.png","beaker-hot-green.png","flask-warm-orange.png","flask-hot-green.png","beaker-hot-green.png","flask-hot-green.png","beaker-warm-orange.png","flask-warm-orange.png","o","orange","The water | in the beaker | is warm | and orange.","The water | in the beaker | is warm | and orange.","LB","LT","1_beaker",1
3,"List3","number",10,"flask","10",10,"flask-cool-green.png","flask-cold-orange.png","beaker-cool-orange.png","beaker-cold-green.png","beaker-cold-green.png","flask-cold-orange.png","beaker-cool-orange.png","flask-cool-green.png","g","green","The water | in the flask | is about 10 degree| and green.","The water | in the flask | is about 10 degree| and green.","RB","RT","10_flask",20
3,"List3","number",11,"beaker","60",60,"beaker-warm-orange.png","beaker-hot-purple.png","flask-warm-purple.png","flask-hot-orange.png","beaker-warm-orange.png","flask-warm-purple.png","beaker-hot-purple.png","flask-hot-orange.png","o","orange","The water | in the beaker | is about 60 degree| and orange.","The water | in the beaker | is about 60 degree| and orange.","LT","LB","11_beaker",21
3,"List3","number",11,"flask","60",60,"flask-warm-purple.png","flask-hot-orange.png","beaker-warm-orange.png","beaker-hot-purple.png","flask-warm-purple.png","beaker-warm-orange.png","flask-hot-orange.png","beaker-hot-purple.png","p","purple","The water | in the flask | is about 60 degree| and purple.","The water | in the flask | is about 60 degree| and purple.","LT","LB","11_flask",22
3,"List3","number",12,"beaker","100",100,"beaker-hot-green.png","beaker-warm-purple.png","flask-hot-purple.png","flask-warm-green.png","beaker-hot-green.png","flask-hot-purple.png","beaker-warm-purple.png","flask-warm-green.png","g","green","The water | in the beaker | is about 100 degree| and green.","The water | in the beaker | is about 100 degree| and green.","LT","LB","12_beaker",23
3,"List3","number",12,"flask","100",100,"flask-hot-purple.png","flask-warm-green.png","beaker-hot-green.png","beaker-warm-purple.png","flask-warm-green.png","beaker-warm-purple.png","flask-hot-purple.png","beaker-hot-green.png","p","purple","The water | in the flask | is about 100 degree| and purple.","The water | in the flask | is about 100 degree| and purple.","LB","LT","12_flask",24
3,"List3","typeB",13,"beaker","0",0,"beaker-cold-orange.png","beaker-cold-green.png","flask-cool-orange.png","flask-cool-green.png","flask-cool-green.png","beaker-cold-green.png","flask-cool-orange.png","beaker-cold-orange.png","o","orange","The water | in the beaker | is about 0 degree| and orange.","The water | in the beaker | is about 0 degree| and orange.","RB","RT","13_beaker",25
3,"List3","typeB",14,"flask","0",0,"flask-cold-purple.png","flask-cold-orange.png","beaker-cool-purple.png","beaker-cool-orange.png","beaker-cool-orange.png","flask-cold-orange.png","beaker-cool-purple.png","flask-cold-purple.png","p","purple","The water | in the flask | is about 0 degree| and purple.","The water | in the flask | is about 0 degree| and purple.","RB","RT","14_flask",26
3,"List3","typeB",15,"beaker","10",10,"beaker-cool-green.png","beaker-cool-purple.png","flask-cold-green.png","flask-cold-purple.png","beaker-cool-green.png","flask-cold-green.png","beaker-cool-purple.png","flask-cold-purple.png","g","green","The water | in the beaker | is about 10 degree| and green.","The water | in the beaker | is about 10 degree| and green.","LT","LB","15_beaker",27
3,"List3","typeB",16,"flask","10",10,"flask-cool-orange.png","flask-cool-green.png","beaker-cold-orange.png","beaker-cold-green.png","flask-cool-green.png","beaker-cold-green.png","flask-cool-orange.png","beaker-cold-orange.png","o","orange","The water | in the flask | is about 10 degree| and orange.","The water | in the flask | is about 10 degree| and orange.","LB","LT","16_flask",28
3,"List3","typeB",17,"beaker","60",60,"beaker-warm-orange.png","beaker-warm-purple.png","flask-hot-orange.png","flask-hot-purple.png","flask-hot-orange.png","beaker-warm-orange.png","flask-hot-purple.png","beaker-warm-purple.png","o","orange","The water | in the beaker | is about 60 degree| and orange.","The water | in the beaker | is about 60 degree| and orange.","RT","RB","17_beaker",29
3,"List3","typeB",18,"flask","60",60,"flask-warm-green.png","flask-warm-purple.png","beaker-hot-green.png","beaker-hot-purple.png","beaker-hot-purple.png","flask-warm-purple.png","beaker-hot-green.png","flask-warm-green.png","g","green","The water | in the flask | is about 60 degree| and green.","The water | in the flask | is about 60 degree| and green.","RB","RT","18_flask",30
3,"List3","typeB",19,"beaker","100",100,"beaker-hot-green.png","beaker-hot-orange.png","flask-warm-green.png","flask-warm-orange.png","flask-warm-green.png","beaker-hot-green.png","flask-warm-orange.png","beaker-hot-orange.png","g","green","The water | in the beaker | is about 100 degree| and green.","The water | in the beaker | is about 100 degree| and green.","RT","RB","19_beaker",31
3,"List3","typeB",20,"flask","100",100,"flask-hot-purple.png","flask-hot-orange.png","beaker-warm-purple.png","beaker-warm-orange.png","beaker-warm-orange.png","flask-hot-orange.png","beaker-warm-purple.png","flask-hot-purple.png","p","purple","The water | in the flask | is about 100 degree| and purple.","The water | in the flask | is about 100 degree| and purple.","RB","RT","20_flask",32
